,Resident_Provider,Polygamous,Kids_Under_15_In_Settlement,Children_Under_15_outside_settlement,Spouses_on_settlement,Spouses_Outside_HH,recipient_of_wfp,recipient_of_hsnp,OPCT_received,PWSDCT_received,Relationship_MainProvider,Gender,Age,School_meal_receive,Work_last_7days,Main_provider_occupation,Toilet,Drinking_water,Donkeys_owned,Camels_owned,Zebu_cattle_owned,Shoats_owned,Nets_owned,Hooks_owned,Boats_rafts_owned
3778,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,73,False,Herding-Worked on own/family agri. holding,"Burn/sell charcoal, subsis. agric. (small-scale crop/ livestock) fisheries, forest work, agric. labour ( construc. polls, thatch grass)",Other,Protected dug well,0,0,0,60,0,0,0
3806,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,68,False,Homemaker,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Other,Unprotected dug well/springs,0,5,4,236,0,0,0
3832,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Spouse,Female,39,False,Doing nothing,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,"River, Lake, ponds or similar",1,5,0,250,0,0,0
3870,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,61,False,Doing nothing,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,"River, Lake, ponds or similar",0,3,0,200,0,0,0
3889,4.0,0.0,0.0,0.0,0.0,0.0,False,1,False,False,Main Provider,Female,76,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Unprotected dug well/springs,2,2,0,85,0,0,0
3907,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,42,False,Homemaker,Main provider occupation not defined,Bush-None,Public tap,1,0,2,254,0,0,0
3940,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,40,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Other,Tube well/borehole with pump,0,0,0,155,0,0,0
3949,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,26,False,Worked on own/family business,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Other,Tube well/borehole with pump,5,3,0,200,0,0,0
4008,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,33,False,Homemaker,"Govt. administrators, local authority officials, NGO staff & other administrators and managers",Covered pit latrine,Piped water into plot/yard,0,0,0,0,0,0,0
4027,0.0,0.0,0.0,0.0,0.0,0.0,True,0,False,False,Spouse,Female,32,False,Homemaker,"Primary teachers, secondary, technical Institute teachers or other teaching professionals",Uncovered pit latrine,Public tap,0,0,0,8,0,0,0
4081,1.0,1.0,0.0,4.0,0.0,1.0,False,0,False,False,Son,Male,26,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,"River, Lake, ponds or similar",5,10,0,130,0,0,0
4138,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Son,Male,25,False,In capacitated,Main provider occupation not defined,Bush-None,"River, Lake, ponds or similar",0,0,3,30,0,0,0
4141,4.0,0.0,0.0,0.0,0.0,0.0,True,0,False,False,Spouse,Female,36,False,Worked on own/family business,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Other,Tube well/borehole with pump,0,0,0,200,0,0,0
4145,2.0,1.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,46,False,Other,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Tube well/borehole with pump,4,5,0,100,0,0,0
4154,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Spouse,Female,55,False,Homemaker,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Other,Tube well/borehole with pump,7,5,0,250,0,0,0
4179,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,63,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Unprotected dug well/springs,5,4,0,130,0,0,0
4194,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,42,False,Worked on own/family business,"Shop assistants, food vendors, sales & services, cashiers, bartenders",Bush-None,"River, Lake, ponds or similar",0,0,0,15,4,2,3
4208,0.0,0.0,0.0,0.0,0.0,0.0,True,0,False,False,Main Provider,Female,86,False,Homemaker,Main provider occupation not defined,Bush-None,Public tap,0,0,0,187,0,0,0
4237,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,32,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Public tap,2,4,0,167,0,0,0
4297,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,49,False,Homemaker,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Public tap,0,0,0,98,0,0,0
4314,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,37,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Unprotected dug well/springs,0,0,0,140,0,0,0
4319,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,64,False,Worked on own/family business,Main provider occupation not defined,Bush-None,Public tap,0,12,0,120,0,0,0
4352,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,31,False,Worked on own/family business,Main provider occupation not defined,Bush-None,"River, Lake, ponds or similar",2,1,0,100,0,0,0
4402,0.0,0.0,0.0,0.0,0.0,0.0,True,0,False,False,Main Provider,Female,65,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,0,0,0,100,0,0,0
4471,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,47,False,Homemaker,Main provider occupation not defined,Bush-None,"River, Lake, ponds or similar",0,0,0,50,0,0,0
4604,4.0,0.0,0.0,0.0,0.0,0.0,True,1,False,False,Spouse,Male,86,False,Doing nothing,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Public tap,0,0,0,30,0,0,0
4654,4.0,0.0,0.0,0.0,0.0,0.0,True,1,False,False,Main Provider,Female,40,False,Worked on own/family business,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Unprotected dug well/springs,0,0,0,150,0,0,0
4671,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,26,False,Homemaker,"Shop assistants, food vendors, sales & services, cashiers, bartenders",Bush-None,Other,0,0,0,35,4,3,2
4675,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,42,False,Herding-Worked on own/family agri. holding,"Food, Brewers, catering, baking, butchers, fishmonger, dairy products",Bush-None,Tube well/borehole with pump,0,0,0,45,1,1,2
4680,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,56,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,0,0,0,50,1,1,2
4684,4.0,1.0,0.0,2.0,1.0,1.0,False,0,False,False,Main Provider,Male,55,False,Herding-Worked on own/family agri. holding,"Shop assistants, food vendors, sales & services, cashiers, bartenders",Bush-None,"River, Lake, ponds or similar",0,0,0,31,1,1,2
4711,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,66,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Unprotected dug well/springs,3,1,0,100,0,0,0
4713,4.0,0.0,0.0,0.0,0.0,0.0,True,0,False,False,Main Provider,Male,76,False,Herding-Worked on own/family agri. holding,"Burn/sell charcoal, subsis. agric. (small-scale crop/ livestock) fisheries, forest work, agric. labour ( construc. polls, thatch grass)",Bush-None,Unprotected dug well/springs,0,0,0,30,0,0,0
4720,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,41,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Other,Unprotected dug well/springs,2,2,0,150,0,0,0
4725,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,31,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Unprotected dug well/springs,1,0,0,50,0,0,0
4735,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,70,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,"River, Lake, ponds or similar",2,2,0,150,0,0,0
4752,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,30,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Unprotected dug well/springs,0,5,0,100,0,0,0
4781,4.0,1.0,0.0,7.0,0.0,2.0,False,0,False,False,Main Provider,Male,51,False,Worked on own/family business,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,0,1,0,90,0,0,0
4790,4.0,0.0,0.0,0.0,0.0,0.0,True,1,False,False,Main Provider,Female,48,False,Worked on own/family business,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Unprotected dug well/springs,0,0,0,100,0,0,0
4835,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,26,False,Other,Main provider occupation not defined,Bush-None,"River, Lake, ponds or similar",0,0,0,250,1,1,2
4838,6.0,1.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,51,False,Worked on own/family business,Main provider occupation not defined,Bush-None,"River, Lake, ponds or similar",0,7,0,20,0,0,0
4841,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,48,False,Worked on own/family business,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,0,0,0,50,0,0,0
4860,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,35,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,"River, Lake, ponds or similar",0,3,0,147,1,1,2
4867,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,30,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,"River, Lake, ponds or similar",0,0,0,70,0,0,0
4890,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,48,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,"River, Lake, ponds or similar",1,3,0,100,0,0,0
4893,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,71,False,In capacitated,Main provider occupation not defined,Bush-None,"River, Lake, ponds or similar",0,0,0,210,1,1,2
4902,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,55,False,Worked on own/family business,"Shop assistants, food vendors, sales & services, cashiers, bartenders",Bush-None,"River, Lake, ponds or similar",0,0,0,10,5,1,2
4912,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,46,False,Worked on own/family business,"Shop assistants, food vendors, sales & services, cashiers, bartenders",Bush-None,"River, Lake, ponds or similar",0,0,0,10,4,3,2
4928,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,39,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Tube well/borehole with pump,5,8,0,210,0,0,0
4975,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,59,False,Worked on own/family business,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,0,0,0,150,0,0,0
4978,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,31,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,11,5,0,50,0,0,0
4996,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,41,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Tube well/borehole with pump,1,8,0,50,0,0,0
5020,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,58,False,Worked for pay,Main provider occupation not defined,Bush-None,"River, Lake, ponds or similar",0,7,0,60,0,0,0
5052,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,25,False,Homemaker,"Shop assistants, food vendors, sales & services, cashiers, bartenders",Bush-None,"River, Lake, ponds or similar",0,0,0,0,4,3,3
5059,4.0,0.0,0.0,0.0,0.0,0.0,True,0,False,False,Main Provider,Male,31,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Unprotected dug well/springs,1,2,0,180,0,0,0
5086,0.0,0.0,0.0,0.0,0.0,0.0,True,0,False,False,Main Provider,Female,87,False,Worked on own/family business,Main provider occupation not defined,Bush-None,Tube well/borehole with pump,0,0,0,100,0,0,0
5100,1.0,1.0,0.0,0.0,0.0,0.0,False,1,False,False,Main Provider,Male,66,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,"River, Lake, ponds or similar",4,4,0,75,0,0,0
5101,1.0,1.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,33,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,"River, Lake, ponds or similar",2,4,0,72,0,0,0
5102,4.0,0.0,0.0,0.0,0.0,0.0,True,1,False,False,Main Provider,Female,81,False,Doing nothing,Main provider occupation not defined,Bush-None,Public tap,0,0,0,10,0,0,0
5103,2.0,1.0,0.0,0.0,0.0,0.0,True,0,False,False,Main Provider,Female,60,False,Homemaker,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,"River, Lake, ponds or similar",4,8,0,170,0,0,0
5113,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,26,False,Worked on own/family business,"Shop assistants, food vendors, sales & services, cashiers, bartenders",Covered pit latrine,Piped water inside dwelling,0,0,0,100,0,0,0
5135,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Spouse,Female,54,False,Homemaker,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,1,0,10,160,0,0,0
5144,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,34,False,Other,Main provider occupation not defined,Bush-None,"River, Lake, ponds or similar",7,0,8,400,0,0,0
5192,4.0,0.0,0.0,0.0,0.0,0.0,True,1,False,False,Main Provider,Female,64,False,Worked on own/family business,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Public tap,0,0,0,100,0,0,0
5228,0.0,1.0,0.0,8.0,0.0,1.0,False,0,False,False,Main Provider,Male,42,False,Worked on own/family business,Street vendors and related,Uncovered pit latrine,Unprotected dug well/springs,0,0,0,200,0,0,0
5231,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,41,False,Homemaker,Main provider occupation not defined,Bush-None,Tube well/borehole with pump,2,0,10,120,0,0,0
5247,4.0,0.0,0.0,0.0,0.0,0.0,True,1,False,False,Main Provider,Female,57,False,Homemaker,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Tube well/borehole with pump,3,0,8,130,0,0,0
5257,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Spouse,Female,60,False,Homemaker,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,4,0,10,250,0,0,0
5269,4.0,0.0,0.0,0.0,0.0,0.0,True,0,False,False,Main Provider,Male,86,False,Doing nothing,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Public tap,1,0,10,20,0,0,0
5297,2.0,1.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,36,False,Worked on own/family business,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Unprotected dug well/springs,0,2,3,70,0,0,0
5330,1.0,1.0,0.0,3.0,0.0,1.0,True,0,False,False,Main Provider,Male,88,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Protected dug well,0,0,0,74,0,0,0
5358,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,50,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Unprotected dug well/springs,3,0,10,200,0,0,0
5384,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,74,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Unprotected dug well/springs,1,0,10,300,0,0,0
5404,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,42,False,Worked on own/family business,"Shop assistants, food vendors, sales & services, cashiers, bartenders",Bush-None,Unprotected dug well/springs,0,0,0,4,1,1,3
5427,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,43,False,Herding-Worked on own/family agri. holding,"Medical-clinical, associate medical, nursing, health professionals, midwifes or auxiliary nurses",Bush-None,Public tap,0,0,0,20,0,0,0
5431,1.0,1.0,0.0,0.0,0.0,0.0,False,0,False,False,Spouse,Female,46,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Unprotected dug well/springs,6,0,20,150,0,0,0
5435,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Spouse,Male,88,False,Herding-Worked on own/family agri. holding,"Medical-clinical, associate medical, nursing, health professionals, midwifes or auxiliary nurses",Bush-None,Public tap,0,0,4,40,0,0,0
5509,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,31,False,Homemaker,Other jobs,Covered pit latrine,Piped water into plot/yard,0,0,0,0,0,0,0
5577,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Spouse,Male,32,False,Worked for pay,"Field crop, vegetable or  horticultural ( arable -no livestock)",Covered pit latrine,Public tap,0,0,0,0,0,0,0
5579,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,32,False,Herding-Worked on own/family agri. holding,"Medical-clinical, associate medical, nursing, health professionals, midwifes or auxiliary nurses",Bush-None,Public tap,0,0,2,60,0,0,0
5588,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,55,False,Herding-Worked on own/family agri. holding,"Medical-clinical, associate medical, nursing, health professionals, midwifes or auxiliary nurses",Bush-None,"River, Lake, ponds or similar",0,4,5,60,0,0,0
5658,4.0,1.0,0.0,0.0,0.0,1.0,True,0,False,False,Main Provider,Male,44,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,0,0,0,30,1,1,2
5719,0.0,0.0,0.0,0.0,0.0,0.0,True,0,False,False,Main Provider,Male,49,False,Worked on own/family business,"Medical-clinical, associate medical, nursing, health professionals, midwifes or auxiliary nurses",Bush-None,Unprotected dug well/springs,2,1,0,40,4,3,3
